X,Y,Z,R_Cell
4.5,5.77,-4.08,1
6.5,5.77,-4.08,1
8.5,5.77,-4.08,1
10.5,5.77,-4.08,1
-8.5,7.51,-4.08,1
-6.5,7.51,-4.08,1
-4.5,7.51,-4.08,1
-2.5,7.51,-4.08,1
-0.5,7.51,-4.08,1
1.5,7.51,-4.08,1
3.5,7.51,-4.08,1
5.5,7.51,-4.08,1
7.5,7.51,-4.08,1
9.5,7.51,-4.08,1
-7.5,9.24,-4.08,1
-5.5,9.24,-4.08,1
-3.5,9.24,-4.08,1
-1.5,9.24,-4.08,1
0.5,9.24,-4.08,1
2.5,9.24,-4.08,1
4.5,9.24,-4.08,1
6.5,9.24,-4.08,1
-4.5,10.97,-4.08,1
-2.5,10.97,-4.08,1
-0.5,10.97,-4.08,1
1.5,10.97,-4.08,1
3.5,10.97,-4.08,1
5.5,10.97,-4.08,1
0.5,-12.7,-2.45,1
-6.5,-10.97,-2.45,1
-4.5,-10.97,-2.45,1
-2.5,-10.97,-2.45,1
-0.5,-10.97,-2.45,1
1.5,-10.97,-2.45,1
3.5,-10.97,-2.45,1
5.5,-10.97,-2.45,1
-7.5,-9.24,-2.45,1
-5.5,-9.24,-2.45,1
-3.5,-9.24,-2.45,1
-1.5,-9.24,-2.45,1
0.5,-9.24,-2.45,1
2.5,-9.24,-2.45,1
4.5,-9.24,-2.45,1
6.5,-9.24,-2.45,1
8.5,-9.24,-2.45,1
-8.5,-7.51,-2.45,1
-6.5,-7.51,-2.45,1
-4.5,-7.51,-2.45,1
-2.5,-7.51,-2.45,1
-0.5,-7.51,-2.45,1
1.5,-7.51,-2.45,1
3.5,-7.51,-2.45,1
5.5,-7.51,-2.45,1
7.5,-7.51,-2.45,1
9.5,-7.51,-2.45,1
-9.5,-5.77,-2.45,1
-7.5,-5.77,-2.45,1
-5.5,-5.77,-2.45,1
-3.5,-5.77,-2.45,1
-1.5,-5.77,-2.45,1
0.5,-5.77,-2.45,1
2.5,-5.77,-2.45,1
4.5,-5.77,-2.45,1
6.5,-5.77,-2.45,1
8.5,-5.77,-2.45,1
10.5,-5.77,-2.45,1
-10.5,-4.04,-2.45,1
-8.5,-4.04,-2.45,1
-6.5,-4.04,-2.45,1
-4.5,-4.04,-2.45,1
-2.5,-4.04,-2.45,1
-0.5,-4.04,-2.45,1
1.5,-4.04,-2.45,1
3.5,-4.04,-2.45,1
5.5,-4.04,-2.45,1
7.5,-4.04,-2.45,1
9.5,-4.04,-2.45,1
11.5,-4.04,-2.45,1
-11.5,-2.31,-2.45,1
-9.5,-2.31,-2.45,1
-7.5,-2.31,-2.45,1
-5.5,-2.31,-2.45,1
-3.5,-2.31,-2.45,1
-1.5,-2.31,-2.45,1
0.5,-2.31,-2.45,1
2.5,-2.31,-2.45,1
4.5,-2.31,-2.45,1
6.5,-2.31,-2.45,1
8.5,-2.31,-2.45,1
10.5,-2.31,-2.45,1
12.5,-2.31,-2.45,1
-12.5,-0.58,-2.45,1
-10.5,-0.58,-2.45,1
-8.5,-0.58,-2.45,1
-6.5,-0.58,-2.45,1
-4.5,-0.58,-2.45,1
-2.5,-0.58,-2.45,1
-0.5,-0.58,-2.45,1
1.5,-0.58,-2.45,1
3.5,-0.58,-2.45,1
5.5,-0.58,-2.45,1
7.5,-0.58,-2.45,1
9.5,-0.58,-2.45,1
11.5,-0.58,-2.45,1
-11.5,1.15,-2.45,1
-9.5,1.15,-2.45,1
-7.5,1.15,-2.45,1
-5.5,1.15,-2.45,1
-3.5,1.15,-2.45,1
-1.5,1.15,-2.45,1
0.5,1.15,-2.45,1
2.5,1.15,-2.45,1
4.5,1.15,-2.45,1
6.5,1.15,-2.45,1
8.5,1.15,-2.45,1
10.5,1.15,-2.45,1
12.5,1.15,-2.45,1
-10.5,2.89,-2.45,1
-8.5,2.89,-2.45,1
-6.5,2.89,-2.45,1
-4.5,2.89,-2.45,1
-2.5,2.89,-2.45,1
-0.5,2.89,-2.45,1
1.5,2.89,-2.45,1
3.5,2.89,-2.45,1
5.5,2.89,-2.45,1
7.5,2.89,-2.45,1
9.5,2.89,-2.45,1
11.5,2.89,-2.45,1
-11.5,4.62,-2.45,1
-9.5,4.62,-2.45,1
-7.5,4.62,-2.45,1
-5.5,4.62,-2.45,1
-3.5,4.62,-2.45,1
-1.5,4.62,-2.45,1
0.5,4.62,-2.45,1
2.5,4.62,-2.45,1
4.5,4.62,-2.45,1
6.5,4.62,-2.45,1
8.5,4.62,-2.45,1
10.5,4.62,-2.45,1
-10.5,6.35,-2.45,1
-8.5,6.35,-2.45,1
-6.5,6.35,-2.45,1
-4.5,6.35,-2.45,1
-2.5,6.35,-2.45,1
-0.5,6.35,-2.45,1
1.5,6.35,-2.45,1
3.5,6.35,-2.45,1
5.5,6.35,-2.45,1
7.5,6.35,-2.45,1
9.5,6.35,-2.45,1
-9.5,8.08,-2.45,1
-7.5,8.08,-2.45,1
-5.5,8.08,-2.45,1
-3.5,8.08,-2.45,1
-1.5,8.08,-2.45,1
0.5,8.08,-2.45,1
2.5,8.08,-2.45,1
4.5,8.08,-2.45,1
6.5,8.08,-2.45,1
8.5,8.08,-2.45,1
-6.5,9.81,-2.45,1
-4.5,9.81,-2.45,1
-2.5,9.81,-2.45,1
-0.5,9.81,-2.45,1
1.5,9.81,-2.45,1
3.5,9.81,-2.45,1
5.5,9.81,-2.45,1
7.5,9.81,-2.45,1
-3.5,11.55,-2.45,1
-1.5,11.55,-2.45,1
0.5,11.55,-2.45,1
2.5,11.55,-2.45,1
4.5,11.55,-2.45,1
-5.5,-11.55,-0.82,1
-3.5,-11.55,-0.82,1
-1.5,-11.55,-0.82,1
0.5,-11.55,-0.82,1
2.5,-11.55,-0.82,1
4.5,-11.55,-0.82,1
-6.5,-9.81,-0.82,1
-4.5,-9.81,-0.82,1
-2.5,-9.81,-0.82,1
-0.5,-9.81,-0.82,1
1.5,-9.81,-0.82,1
3.5,-9.81,-0.82,1
5.5,-9.81,-0.82,1
7.5,-9.81,-0.82,1
-9.5,-8.08,-0.82,1
-7.5,-8.08,-0.82,1
-5.5,-8.08,-0.82,1
-3.5,-8.08,-0.82,1
-1.5,-8.08,-0.82,1
0.5,-8.08,-0.82,1
2.5,-8.08,-0.82,1
4.5,-8.08,-0.82,1
6.5,-8.08,-0.82,1
8.5,-8.08,-0.82,1
-10.5,-6.35,-0.82,1
-8.5,-6.35,-0.82,1
-6.5,-6.35,-0.82,1
-4.5,-6.35,-0.82,1
-2.5,-6.35,-0.82,1
-0.5,-6.35,-0.82,1
1.5,-6.35,-0.82,1
3.5,-6.35,-0.82,1
5.5,-6.35,-0.82,1
7.5,-6.35,-0.82,1
9.5,-6.35,-0.82,1
-11.5,-4.62,-0.82,1
-9.5,-4.62,-0.82,1
-7.5,-4.62,-0.82,1
-5.5,-4.62,-0.82,1
-3.5,-4.62,-0.82,1
-1.5,-4.62,-0.82,1
0.5,-4.62,-0.82,1
2.5,-4.62,-0.82,1
4.5,-4.62,-0.82,1
6.5,-4.62,-0.82,1
8.5,-4.62,-0.82,1
10.5,-4.62,-0.82,1
-12.5,-2.89,-0.82,1
-10.5,-2.89,-0.82,1
-8.5,-2.89,-0.82,1
-6.5,-2.89,-0.82,1
-4.5,-2.89,-0.82,1
-2.5,-2.89,-0.82,1
-0.5,-2.89,-0.82,1
1.5,-2.89,-0.82,1
3.5,-2.89,-0.82,1
5.5,-2.89,-0.82,1
7.5,-2.89,-0.82,1
9.5,-2.89,-0.82,1
11.5,-2.89,-0.82,1
-11.5,-1.15,-0.82,1
-9.5,-1.15,-0.82,1
-7.5,-1.15,-0.82,1
-5.5,-1.15,-0.82,1
-3.5,-1.15,-0.82,1
-1.5,-1.15,-0.82,1
0.5,-1.15,-0.82,1
2.5,-1.15,-0.82,1
4.5,-1.15,-0.82,1
6.5,-1.15,-0.82,1
8.5,-1.15,-0.82,1
10.5,-1.15,-0.82,1
12.5,-1.15,-0.82,1
-12.5,0.58,-0.82,1
-10.5,0.58,-0.82,1
-8.5,0.58,-0.82,1
-6.5,0.58,-0.82,1
-4.5,0.58,-0.82,1
-2.5,0.58,-0.82,1
-0.5,0.58,-0.82,1
1.5,0.58,-0.82,1
3.5,0.58,-0.82,1
5.5,0.58,-0.82,1
7.5,0.58,-0.82,1
9.5,0.58,-0.82,1
11.5,0.58,-0.82,1
-11.5,2.31,-0.82,1
-9.5,2.31,-0.82,1
-7.5,2.31,-0.82,1
-5.5,2.31,-0.82,1
-3.5,2.31,-0.82,1
-1.5,2.31,-0.82,1
0.5,2.31,-0.82,1
2.5,2.31,-0.82,1
4.5,2.31,-0.82,1
6.5,2.31,-0.82,1
8.5,2.31,-0.82,1
10.5,2.31,-0.82,1
12.5,2.31,-0.82,1
-10.5,4.04,-0.82,1
-8.5,4.04,-0.82,1
-6.5,4.04,-0.82,1
-4.5,4.04,-0.82,1
-2.5,4.04,-0.82,1
-0.5,4.04,-0.82,1
1.5,4.04,-0.82,1
3.5,4.04,-0.82,1
5.5,4.04,-0.82,1
7.5,4.04,-0.82,1
9.5,4.04,-0.82,1
11.5,4.04,-0.82,1
-11.5,5.77,-0.82,1
-9.5,5.77,-0.82,1
-7.5,5.77,-0.82,1
-5.5,5.77,-0.82,1
-3.5,5.77,-0.82,1
-1.5,5.77,-0.82,1
0.5,5.77,-0.82,1
2.5,5.77,-0.82,1
4.5,5.77,-0.82,1
6.5,5.77,-0.82,1
8.5,5.77,-0.82,1
10.5,5.77,-0.82,1
-10.5,7.51,-0.82,1
-8.5,7.51,-0.82,1
-6.5,7.51,-0.82,1
-4.5,7.51,-0.82,1
-2.5,7.51,-0.82,1
-0.5,7.51,-0.82,1
1.5,7.51,-0.82,1
3.5,7.51,-0.82,1
5.5,7.51,-0.82,1
7.5,7.51,-0.82,1
9.5,7.51,-0.82,1
-7.5,9.24,-0.82,1
-5.5,9.24,-0.82,1
-3.5,9.24,-0.82,1
-1.5,9.24,-0.82,1
0.5,9.24,-0.82,1
2.5,9.24,-0.82,1
4.5,9.24,-0.82,1
6.5,9.24,-0.82,1
8.5,9.24,-0.82,1
-6.5,10.97,-0.82,1
-4.5,10.97,-0.82,1
-2.5,10.97,-0.82,1
-0.5,10.97,-0.82,1
1.5,10.97,-0.82,1
3.5,10.97,-0.82,1
5.5,10.97,-0.82,1
-1.5,12.7,-0.82,1
0.5,12.7,-0.82,1
2.5,12.7,-0.82,1
-1.5,-12.7,0.82,1
0.5,-12.7,0.82,1
2.5,-12.7,0.82,1
-6.5,-10.97,0.82,1
-4.5,-10.97,0.82,1
-2.5,-10.97,0.82,1
-0.5,-10.97,0.82,1
1.5,-10.97,0.82,1
3.5,-10.97,0.82,1
5.5,-10.97,0.82,1
-7.5,-9.24,0.82,1
-5.5,-9.24,0.82,1
-3.5,-9.24,0.82,1
-1.5,-9.24,0.82,1
0.5,-9.24,0.82,1
2.5,-9.24,0.82,1
4.5,-9.24,0.82,1
6.5,-9.24,0.82,1
8.5,-9.24,0.82,1
-10.5,-7.51,0.82,1
-8.5,-7.51,0.82,1
-6.5,-7.51,0.82,1
-4.5,-7.51,0.82,1
-2.5,-7.51,0.82,1
-0.5,-7.51,0.82,1
1.5,-7.51,0.82,1
3.5,-7.51,0.82,1
5.5,-7.51,0.82,1
7.5,-7.51,0.82,1
9.5,-7.51,0.82,1
-11.5,-5.77,0.82,1
-9.5,-5.77,0.82,1
-7.5,-5.77,0.82,1
-5.5,-5.77,0.82,1
-3.5,-5.77,0.82,1
-1.5,-5.77,0.82,1
0.5,-5.77,0.82,1
2.5,-5.77,0.82,1
4.5,-5.77,0.82,1
6.5,-5.77,0.82,1
8.5,-5.77,0.82,1
10.5,-5.77,0.82,1
-10.5,-4.04,0.82,1
-8.5,-4.04,0.82,1
-6.5,-4.04,0.82,1
-4.5,-4.04,0.82,1
-2.5,-4.04,0.82,1
-0.5,-4.04,0.82,1
1.5,-4.04,0.82,1
3.5,-4.04,0.82,1
5.5,-4.04,0.82,1
7.5,-4.04,0.82,1
9.5,-4.04,0.82,1
11.5,-4.04,0.82,1
-11.5,-2.31,0.82,1
-9.5,-2.31,0.82,1
-7.5,-2.31,0.82,1
-5.5,-2.31,0.82,1
-3.5,-2.31,0.82,1
-1.5,-2.31,0.82,1
0.5,-2.31,0.82,1
2.5,-2.31,0.82,1
4.5,-2.31,0.82,1
6.5,-2.31,0.82,1
8.5,-2.31,0.82,1
